S_UNNR,N_LFDNR,S_VORSILBE,S_NAME,S_SPEZIFIKATION,S_KLASSE,S_KLASSIFIZIERUNGSCODE,S_VP_GRUPPE,S_KENN1,S_KENN2,S_KENN3,S_KENN4,SV_10,SV_11,S_BEGRENZTE_MENGEN,S_FREIGEST_MENGEN,S_ZUSAMMENPACKUNG1,S_ZUSAMMENPACKUNG2,S_TANK_CODE1,S_TANK_CODE2,S_TANKFAHRZEUG,S_BEFOERDERUNGSKATEGORIE,S_TUNNEL_CODE,S_GEFAHRNR,N_MULTIPLIKATOR,N_ERGAENZ_TECH,S_VERTRAEGL_GR,N_VERBOT,N_UNNR,N_SICHERUNG,S_MENGE_SICHERUNG_TANK,S_MENGE_SICHERUNG_LS,S_MENGE_SICHERUNG_VP,S_KENNZ_N
2336,1,,ALLYLFORMIAT,,3.0,FT1,I,3,6.1,,,,,0,E0,MP7,MP17,L10CH,,FL,1,C/E,336,50.0,0.0,,1,2336,1.0,3000,a),b),
2337,1,,PHENYLMERCAPTAN,,6.1,TF1,I,6.1,3,,,,,0,E0,MP8,MP17,L10CH,,FL,1,C/D,663,50.0,0.0,,1,2337,1.0,0,a),0,
2338,1,,BENZOTRIFLUORID,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2338,1.0,3000,a),b),+
2339,1,2-,BROMBUTAN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2339,1.0,3000,a),b),
2340,1,2-,BROMETHYLETHYLETHER,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2340,1.0,3000,a),b),
2341,1,1-,BROM-3-METHYLBUTAN,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2341,0.0,,,,
2342,1,,BROMMETHYLPROPANE,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2342,1.0,3000,a),b),
2343,1,2-,BROMPENTAN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2343,1.0,3000,a),b),
2344,1,,BROMPROPANE,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2344,1.0,3000,a),b),-
2344,2,,BROMPROPANE,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2344,0.0,,,,-
2345,1,3-,BROMPROPIN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2345,1.0,3000,a),b),
2346,1,,BUTANDION,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2346,1.0,3000,a),b),
2347,1,,BUTYLMERCAPTAN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2347,1.0,3000,a),b),
2348,1,,"BUTYLACRYLATE, STABILISIERT",,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,39,1.0,0.0,,1,2348,0.0,,,,E
2350,1,,BUTYLMETHYLETHER,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2350,1.0,3000,a),b),
2351,1,,BUTYLNITRITE,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2351,1.0,3000,a),b),-
2351,2,,BUTYLNITRITE,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2351,0.0,,,,-
2352,1,,"BUTYLVINYLETHER, STABILISIERT",,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,339,3.0,0.0,,1,2352,1.0,3000,a),b),
2353,1,,BUTYRYLCHLORID,,3.0,FC,II,3,8,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,338,3.0,0.0,,1,2353,1.0,3000,a),b),-
2354,1,,CHLORMETHYLETHYLETHER,,3.0,FT1,II,3,6.1,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,336,3.0,0.0,,1,2354,1.0,3000,a),b),
2356,1,2-,CHLORPROPAN,,3.0,F1,I,3,,,,,,0,E3,MP7,MP17,L4BN,,FL,1,D/E,33,50.0,0.0,,1,2356,1.0,3000,a),b),-
2357,1,,CYCLOHEXYLAMIN,,8.0,CF1,II,8,3,,,,,1 L,E2,MP15,,L4BN,,FL,2,D/E,83,3.0,0.0,,1,2357,0.0,,,,-
2358,1,,CYCLOOCTATETRAEN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2358,1.0,3000,a),b),
2359,1,,DIALLYLAMIN,,3.0,FTC,II,3,6.1,8,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,338,3.0,0.0,,1,2359,1.0,3000,a),b),
2360,1,,DIALLYLETHER,,3.0,FT1,II,3,6.1,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,336,3.0,0.0,,1,2360,1.0,3000,a),b),
2361,1,,DIISOBUTYLAMIN,,3.0,FC,III,3,8,,,,,5 L,E1,MP19,,L4BN,,FL,3,D/E,38,1.0,0.0,,1,2361,0.0,,,,
2362,1,"1,1-",DICHLORETHAN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2362,1.0,3000,a),b),-
2363,1,,ETHYLMERCAPTAN,,3.0,F1,I,3,,,,,,0,E0,MP7,MP17,L4BN,,FL,1,D/E,33,50.0,0.0,,1,2363,1.0,3000,a),b),+
2364,1,n-,PROPYLBENZEN,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2364,0.0,,,,+
2366,1,,DIETHYLCARBONAT,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2366,0.0,,,,
2367,1,alpha-,METHYLVALERALDEHYD,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2367,1.0,3000,a),b),
2368,1,alpha-,PINEN,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2368,0.0,,,,+
2370,1,,HEX-1-EN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2370,1.0,3000,a),b),
2371,1,,ISOPENTENE,,3.0,F1,I,3,,,,,,0,E3,MP7,MP17,L4BN,,FL,1,D/E,33,50.0,0.0,,1,2371,1.0,3000,a),b),
2372,1,"1,2-",DI-(DIMETHYLAMINO)-ETHAN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2372,1.0,3000,a),b),-
2373,1,,DIETHOXYMETHAN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2373,1.0,3000,a),b),
2374,1,"3,3-",DIETHOXYPROPEN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2374,1.0,3000,a),b),
2375,1,,DIETHYLSULFID,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2375,1.0,3000,a),b),
2376,1,"2,3-",DIHYDROPYRAN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2376,1.0,3000,a),b),
2377,1,"1,1-",DIMETHOXYETHAN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2377,1.0,3000,a),b),-
2378,1,2-,DIMETHYLAMINOACETONITRIL,,3.0,FT1,II,3,6.1,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,336,3.0,0.0,,1,2378,1.0,3000,a),b),
2379,1,"1,3-",DIMETHYLBUTYLAMIN,,3.0,FC,II,3,8,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,338,3.0,0.0,,1,2379,1.0,3000,a),b),
2380,1,,DIMETHYLDIETHOXYSILAN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2380,1.0,3000,a),b),
2381,1,,DIMETHYLDISULFID,,3.0,FT1,II,3,6.1,,,,,1 L,E0,MP19,,L4BH,,FL,2,D/E,336,3.0,0.0,,1,2381,1.0,3000,a),b),+
2382,1,,"DIMETHYLHYDRAZIN, SYMMETRISCH",,6.1,TF1,I,6.1,3,,,,,0,E0,MP8,MP17,L10CH,,FL,1,C/D,663,50.0,0.0,,1,2382,1.0,0,a),0,+
2383,1,,DIPROPYLAMIN,,3.0,FC,II,3,8,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,338,3.0,0.0,,1,2383,1.0,3000,a),b),-
2384,1,,DI-n-PROPYLETHER,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2384,1.0,3000,a),b),-
2385,1,,ETHYLISOBUTYRAT,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2385,1.0,3000,a),b),
2386,1,1-,ETHYLPIPERIDIN,,3.0,FC,II,3,8,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,338,3.0,0.0,,1,2386,1.0,3000,a),b),
2387,1,,FLUORBENZEN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2387,1.0,3000,a),b),
2388,1,,FLUORTOLUENE,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2388,1.0,3000,a),b),
2389,1,,FURAN,,3.0,F1,I,3,,,,,,0,E3,MP7,MP17,L4BN,,FL,1,D/E,33,50.0,0.0,,1,2389,1.0,3000,a),b),-
2390,1,2-,IODBUTAN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2390,1.0,3000,a),b),
2391,1,,IODMETHYLPROPANE,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2391,1.0,3000,a),b),
2392,1,,IODPROPANE,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2392,0.0,,,,
2393,1,,ISOBUTYLFORMIAT,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2393,1.0,3000,a),b),-
2394,1,,ISOBUTYLPROPIONAT,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2394,0.0,,,,-
2395,1,,ISOBUTYRYLCHLORID,,3.0,FC,II,3,8,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,338,3.0,0.0,,1,2395,1.0,3000,a),b),-
2396,1,,"METHACRYLALDEHYD, STABILISIERT",,3.0,FT1,II,3,6.1,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,336,3.0,0.0,,1,2396,1.0,3000,a),b),
2397,1,3-,METHYLBUTAN-2-ON,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2397,1.0,3000,a),b),-
2398,1,,METHYL-tert-BUTYLETHER,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2398,1.0,3000,a),b),-
2399,1,1-,METHYLPIPERIDIN,,3.0,FC,II,3,8,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,338,3.0,0.0,,1,2399,1.0,3000,a),b),
2400,1,,METHYLISOVALERAT,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2400,1.0,3000,a),b),
2401,1,,PIPERIDIN,,8.0,CF1,I,8,3,,,,,0,E0,MP8,MP17,L10BH,,FL,1,D/E,883,50.0,0.0,,1,2401,1.0,3000,a),b),-
2402,1,,PROPANTHIOLE,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2402,1.0,3000,a),b),
2403,1,,ISOPROPENYLACETAT,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2403,1.0,3000,a),b),
2404,1,,PROPIONITRIL,,3.0,FT1,II,3,6.1,,,,,1 L,E0,MP19,,L4BH,,FL,2,D/E,336,3.0,0.0,,1,2404,1.0,3000,a),b),
2405,1,,ISOPROPYLBUTYRAT,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2405,0.0,,,,
2406,1,,ISOPROPYLISOBUTYRAT,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2406,1.0,3000,a),b),
2407,1,,ISOPROPYLCHLORFORMIAT,,6.1,TFC,I,6.1,3,8,,,,0,E0,MP8,MP17,,,,1,D,,50.0,0.0,,1,2407,1.0,a),a),0,
2409,1,,ISOPROPYLPROPIONAT,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2409,1.0,3000,a),b),-
2410,1,"1,2,3,6-",TETRAHYDROPYRIDIN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2410,1.0,3000,a),b),
2411,1,,BUTYRONITRIL,,3.0,FT1,II,3,6.1,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,336,3.0,0.0,,1,2411,1.0,3000,a),b),-
2412,1,,TETRAHYDROTHIOPHEN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2412,1.0,3000,a),b),-
2413,1,,TETRAPROPYLORTHOTITANAT,,3.0,F1,III,3,,,,,,5 L,E1,MP19,,LGBF,,FL,3,D/E,30,1.0,0.0,,1,2413,0.0,,,,
2414,1,,THIOPHEN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2414,1.0,3000,a),b),
2416,1,,TRIMETHYLBORAT,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2416,1.0,3000,a),b),-
2417,1,,CARBONYLFLUORID,,2.0,2TC,,2.3,8,,,,,0,E0,MP9,,PxBH(M),,AT,1,C/D,268,50.0,0.0,,1,2417,1.0,0,a),0,
2418,1,,SCHWEFELTETRAFLUORID,,2.0,2TC,,2.3,8,,,,,0,E0,MP9,,,,,1,D,,50.0,0.0,,1,2418,1.0,a),a),0,
2419,1,,BROMTRIFLUORETHYLEN,,2.0,2F,,2.1,,,,,,0,E0,MP9,,PxBN(M),,FL,2,B/D,23,3.0,0.0,,1,2419,1.0,3000,a),b),
2420,1,,HEXAFLUORACETON,,2.0,2TC,,2.3,8,,,,,0,E0,MP9,,PxBH(M),,AT,1,C/D,268,50.0,0.0,,1,2420,1.0,0,a),0,
2421,1,,DISTICKSTOFFTRIOXID,,2.0,2TOC,,,,,,,,,,,,,,,,,,,,,0,2421,,,,,
2422,1,,OCTAFLUORBUT-2-EN,,2.0,2A,,2.2,,,,,,120 ml,E1,MP9,,PxBN(M),,AT,3,C/E,20,1.0,0.0,,1,2422,0.0,,,,
2422,2,,GAS ALS KÄLTEMITTEL R 1318,,2.0,2A,,2.2,,,,,,120 ml,E1,MP9,,PxBN(M),,AT,3,C/E,20,1.0,0.0,,1,2422,0.0,,,,
2424,1,,OCTAFLUORPROPAN,,2.0,2A,,2.2,,,,,,120 ml,E1,MP9,,PxBN(M),,AT,3,C/E,20,1.0,0.0,,1,2424,0.0,,,,
2424,2,,GAS ALS KÄLTEMITTEL R 218,,2.0,2A,,2.2,,,,,,120 ml,E1,MP9,,PxBN(M),,AT,3,C/E,20,1.0,0.0,,1,2424,0.0,,,,
2426,1,,"AMMONIUMNITRAT, FLÜSSIG",(heiße konzentrierte Lösung),5.1,O1,,5.1,,,,,,0,E0,,,L4BV(+),,AT,0,E,59,,0.0,,1,2426,1.0,3000,a),a),
2427,1,,"KALIUMCHLORAT, WÄSSERIGE LÖSUNG",,5.1,O1,II,5.1,,,,,,1 L,E2,MP2,,L4BN,,AT,2,E,50,3.0,0.0,,1,2427,0.0,,,,E
2427,2,,"KALIUMCHLORAT, WÄSSERIGE LÖSUNG",,5.1,O1,III,5.1,,,,,,5 L,E1,MP2,,LGBV,,AT,3,E,50,1.0,0.0,,1,2427,0.0,,,,E
2428,1,,"NATRIUMCHLORAT, WÄSSERIGE LÖSUNG",,5.1,O1,II,5.1,,,,,,1 L,E2,MP2,,L4BN,,AT,2,E,50,3.0,0.0,,1,2428,0.0,,,,E
2428,2,,"NATRIUMCHLORAT, WÄSSERIGE LÖSUNG",,5.1,O1,III,5.1,,,,,,5 L,E1,MP2,,LGBV,,AT,3,E,50,1.0,0.0,,1,2428,0.0,,,,E
2429,1,,"CALCIUMCHLORAT, WÄSSERIGE LÖSUNG",,5.1,O1,II,5.1,,,,,,1 L,E2,MP2,,L4BN,,AT,2,E,50,3.0,0.0,,1,2429,0.0,,,,
2429,2,,"CALCIUMCHLORAT, WÄSSERIGE LÖSUNG",,5.1,O1,III,5.1,,,,,,5 L,E1,MP2,,LGBV,,AT,3,E,50,1.0,0.0,,1,2429,0.0,,,,
2430,1,,"ALKYLPHENOLE, FEST, N.A.G.",(einschließlich C2-C12-Homologe),8.0,C4,I,8,,,,,,0,E0,MP18,,S10AN,L10BH,AT,1,E,88,50.0,0.0,,1,2430,1.0,3000,a),b),E
2430,2,,"ALKYLPHENOLE, FEST, N.A.G.",(einschließlich C2-C12-Homologe),8.0,C4,II,8,,,,,,1 kg,E2,MP10,,SGAN,L4BN,AT,2,E,80,3.0,0.0,,1,2430,0.0,,,,E
2430,3,,"ALKYLPHENOLE, FEST, N.A.G.",(einschließlich C2-C12-Homologe),8.0,C4,III,8,,,,,,5 kg,E1,MP10,,SGAV,L4BN,AT,3,E,80,1.0,0.0,,1,2430,0.0,,,,E
2431,1,,ANISIDINE,,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2431,0.0,,,,E
2432,1,"N,N-",DIETHYLANILIN,,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2432,0.0,,,,+
2433,1,,"CHLORNITROTOLUENE, FLÜSSIG",,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2433,0.0,,,,
2434,1,,DIBENZYLDICHLORSILAN,,8.0,C3,II,8,,,,,,0,E0,MP15,,L4BN,,AT,2,E,X80,3.0,0.0,,1,2434,0.0,,,,
2435,1,,ETHYLPHENYLDICHLORSILAN,,8.0,C3,II,8,,,,,,0,E0,MP15,,L4BN,,AT,2,E,X80,3.0,0.0,,1,2435,0.0,,,,
2436,1,,THIOESSIGSÄURE,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2436,1.0,3000,a),b),
2437,1,,METHYLPHENYLDICHLORSILAN,,8.0,C3,II,8,,,,,,0,E0,MP15,,L4BN,,AT,2,E,X80,3.0,0.0,,1,2437,0.0,,,,
2438,1,,TRIMETHYLACETYLCHLORID,,6.1,TFC,I,6.1,3,8,,,,0,E0,MP8,MP17,L10CH,,FL,1,C/D,663,50.0,0.0,,1,2438,1.0,0,a),0,
2439,1,,NATRIUMHYDROGENDIFLUORID,,8.0,C2,II,8,,,,,,1 kg,E2,MP10,,SGAN,,AT,2,E,80,3.0,0.0,,1,2439,0.0,,,,-
2440,1,,ZINNTETRACHLORID-PENTAHYDRAT,,8.0,C2,III,8,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,80,1.0,0.0,,1,2440,0.0,,,,-
2441,1,,"TITANTRICHLORID, PYROPHOR",,4.2,SC4,I,4.2,8,,,,,0,E0,MP13,,,,,0,E,,,0.0,,1,2441,1.0,a),a),b),
2441,2,,"TITANTRICHLORIDMISCHUNGEN, PYROPHOR",,4.2,SC4,I,4.2,8,,,,,0,E0,MP13,,,,,0,E,,,0.0,,1,2441,1.0,a),a),b),
2442,1,,TRICHLORACETYLCHLORID,,8.0,C3,II,8,,,,,,0,E0,MP15,,L4BN,,AT,2,E,X80,3.0,0.0,,1,2442,0.0,,,,
2443,1,,VANADIUMOXYTRICHLORID,,8.0,C1,II,8,,,,,,1 L,E0,MP15,,L4BN,,AT,2,E,80,3.0,0.0,,1,2443,0.0,,,,
2444,1,,VANADIUMTETRACHLORID,,8.0,C1,I,8,,,,,,0,E0,MP8,MP17,L10BH,,AT,1,E,X88,50.0,0.0,,1,2444,1.0,3000,a),b),
2446,1,,"NITROCRESOLE, FEST",,6.1,T2,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,0.0,,1,2446,0.0,,,,
2447,1,,"PHOSPHOR, WEISS, GESCHMOLZEN",,4.2,ST3,I,4.2,6.1,,,,,0,E0,,,L10DH(+),,AT,0,B/E,446,,0.0,,1,2447,1.0,3000,a),a),+
2448,1,,"SCHWEFEL, GESCHMOLZEN",,4.1,F3,III,4.1,,,,,,0,E0,,,LGBV(+),,AT,3,E,44,1.0,0.0,,1,2448,0.0,,,,-
2451,1,,STICKSTOFFTRIFLUORID,,2.0,2O,,2.2,5.1,,,,,0,E0,MP9,,PxBN(M),,AT,3,C/E,25,1.0,0.0,,1,2451,0.0,,,,
2452,1,,"ETHYLACETYLEN, STABILISIERT",,2.0,2F,,2.1,,,,,,0,E0,MP9,,PxBN(M),,FL,2,B/D,239,3.0,0.0,,1,2452,1.0,3000,a),b),
2453,1,,ETHYLFLUORID,,2.0,2F,,2.1,,,,,,0,E0,MP9,,PxBN(M),,FL,2,B/D,23,3.0,0.0,,1,2453,1.0,3000,a),b),
2453,2,,GAS ALS KÄLTEMITTEL R 161,,2.0,2F,,2.1,,,,,,0,E0,MP9,,PxBN(M),,FL,2,B/D,23,3.0,0.0,,1,2453,1.0,3000,a),b),
2454,1,,METHYLFLUORID,,2.0,2F,,2.1,,,,,,0,E0,MP9,,PxBN(M),,FL,2,B/D,23,3.0,0.0,,1,2454,1.0,3000,a),b),
2454,2,,GAS ALS KÄLTEMITTEL R 41,,2.0,2F,,2.1,,,,,,0,E0,MP9,,PxBN(M),,FL,2,B/D,23,3.0,0.0,,1,2454,1.0,3000,a),b),
2455,1,,METHYLNITRIT,,2.0,2A,,,,,,,,,,,,,,,,,,,,,0,2455,,,,,
2456,1,2-,CHLORPROPEN,,3.0,F1,I,3,,,,,,0,E3,MP7,MP17,L4BN,,FL,1,D/E,33,50.0,0.0,,1,2456,1.0,3000,a),b),
2457,1,"2,3-",DIMETHYLBUTAN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2457,1.0,3000,a),b),+
2458,1,,HEXADIENE,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2458,1.0,3000,a),b),
2459,1,2-,METHYLBUT-1-EN,,3.0,F1,I,3,,,,,,0,E3,MP7,MP17,L4BN,,FL,1,D/E,33,50.0,0.0,,1,2459,1.0,3000,a),b),
2460,1,2-,METHYLBUT-2-EN,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,"L1,5BN",,FL,2,D/E,33,3.0,0.0,,1,2460,1.0,3000,a),b),
2461,1,,METHYLPENTADIENE,,3.0,F1,II,3,,,,,,1 L,E2,MP19,,LGBF,,FL,2,D/E,33,3.0,0.0,,1,2461,1.0,3000,a),b),
2463,1,,ALUMINIUMHYDRID,,4.3,W2,I,4.3,,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,2463,1.0,a),a),b),
2464,1,,BERYLLIUMNITRAT,,5.1,OT2,II,5.1,6.1,,,,,1 kg,E2,MP2,,SGAN,,AT,2,E,56,3.0,0.0,,1,2464,0.0,,,,+
2465,1,,"DICHLORISOCYANURSÄURE, TROCKEN",,5.1,O2,II,5.1,,,,,,1 kg,E2,MP10,,SGAN,,AT,2,E,50,3.0,0.0,,1,2465,0.0,,,,+
2465,2,,DICHLORISOCYANURSÄURESALZE,,5.1,O2,II,5.1,,,,,,1 kg,E2,MP10,,SGAN,,AT,2,E,50,3.0,0.0,,1,2465,0.0,,,,+
2466,1,,KALIUMSUPEROXID,,5.1,O2,I,5.1,,,,,,0,E0,MP2,,,,,1,E,,50.0,0.0,,1,2466,0.0,,,,
2468,1,,"TRICHLORISOCYANURSÄURE, TROCKEN",,5.1,O2,II,5.1,,,,,,1 kg,E2,MP10,,SGAN,,AT,2,E,50,3.0,0.0,,1,2468,0.0,,,,+
2469,1,,ZINKBROMAT,,5.1,O2,III,5.1,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,50,1.0,0.0,,1,2469,0.0,,,,
2470,1,,"PHENYLACETONITRIL, FLÜSSIG",,6.1,T1,III,6.1,,,,,,5 L,E1,MP19,,L4BH,,AT,2,E,60,3.0,0.0,,1,2470,0.0,,,,
2471,1,,OSMIUMTETROXID,,6.1,T5,I,6.1,,,,,,0,E5,MP18,,S10AH,,AT,1,C/E,66,50.0,0.0,,1,2471,1.0,0,a),0,-
2473,1,,NATRIUMARSANILAT,,6.1,T3,III,6.1,,,,,,5 kg,E1,MP10,,SGAH,L4BH,AT,2,E,60,3.0,0.0,,1,2473,0.0,,,,+
2474,1,,THIOPHOSGEN,,6.1,T1,I,6.1,,,,,,0,E0,MP8,MP17,L10CH,,AT,1,C/D,66,50.0,0.0,,1,2474,1.0,0,a),0,-
2475,1,,VANADIUMTRICHLORID,,8.0,C2,III,8,,,,,,5 kg,E1,MP10,,SGAV,,AT,3,E,80,1.0,0.0,,1,2475,0.0,,,,
2477,1,,METHYLISOTHIOCYANAT,,6.1,TF1,I,6.1,3,,,,,0,E0,MP8,MP17,L10CH,,FL,1,C/D,663,50.0,0.0,,1,2477,1.0,0,a),0,+
2478,1,,"ISOCYANATE, ENTZÜNDBAR, GIFTIG, N.A.G.",,3.0,FT1,II,3,6.1,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,336,3.0,1.0,,1,2478,1.0,3000,a),b),E
2478,2,,"ISOCYANAT, LÖSUNG, ENTZÜNDBAR, GIFTIG, N.A.G.",,3.0,FT1,II,3,6.1,,,,,1 L,E2,MP19,,L4BH,,FL,2,D/E,336,3.0,1.0,,1,2478,1.0,3000,a),b),E
2478,3,,"ISOCYANATE, ENTZÜNDBAR, GIFTIG, N.A.G.",,3.0,FT1,III,3,6.1,,,,,5 L,E1,MP19,,L4BH,,FL,3,D/E,36,1.0,1.0,,1,2478,0.0,,,,E
2478,4,,"ISOCYANAT, LÖSUNG, ENTZÜNDBAR, GIFTIG, N.A.G.",,3.0,FT1,III,3,6.1,,,,,5 L,E1,MP19,,L4BH,,FL,3,D/E,36,1.0,1.0,,1,2478,0.0,,,,E
